Gender,Age,Annual Income,Income Type,Employment Duration,Education Level,Marital Status,Occupation,Number of Children,Housing Type,Credit History,Loan Amount,Existing Loan Balance,Number of Credit Inquiries,Monthly Income,Employment Status,Approved
Male,65.6,124101.02,Working,0.0,Secondary / secondary special,Married,Accountants,0,House / apartment,Good,95597.61,0.0,1,10341.75,Retired,1
Female,18.8,46550.1,Working,0.0,Secondary / secondary special,Separated,Managers,0,With parents,Good,72826.12,20514.03,2,3879.17,Employed,1
Female,39.6,26382.96,Commercial associate,14.4,Secondary / secondary special,Married,Accountants,1,House / apartment,Good,28405.05,24577.77,3,2198.58,Employed,1
Male,37.2,139793.52,Working,16.6,Secondary / secondary special,Married,Cooking staff,3,House / apartment,Bad,162045.57,183373.08,2,11649.46,Employed,0
Female,19.1,108795.06,Working,0.2,Higher education,Married,Secretaries,0,With parents,Good,26715.71,0.0,3,9066.25,Employed,1
Female,25.1,68835.4,Working,5.8,Secondary / secondary special,Married,Private service staff,0,Municipal apartment,Good,29803.94,0.0,0,5736.28,Employed,1
Male,41.6,32656.49,Working,20.1,Secondary / secondary special,Married,Laborers,1,House / apartment,Good,34094.71,0.0,1,2721.37,Employed,1
Male,46.1,47833.68,State servant,25.7,Incomplete higher,Married,Realty agents,2,House / apartment,Good,85107.96,63847.29,2,3986.14,Employed,0
Female,41.0,45243.76,Working,6.1,Higher education,Married,HR staff,1,House / apartment,Good,9739.21,4088.17,0,3770.31,Employed,1
Male,48.3,57839.41,Working,27.4,Secondary / secondary special,Married,Drivers,1,House / apartment,Good,52225.44,49225.65,0,4819.95,Employed,1
Female,51.9,101265.47,Working,10.9,Higher education,Married,Managers,1,House / apartment,Good,179054.83,0.0,2,8438.79,Employed,1
Male,18.6,76092.77,Working,0.3,Higher education,Married,High skill tech staff,0,House / apartment,Good,152255.69,0.0,2,6341.06,Employed,1
Female,44.5,28604.29,Working,1.3,Secondary / secondary special,Married,IT staff,0,House / apartment,Good,15919.14,8329.98,5,2383.69,Employed,1
Male,72.9,97562.48,Working,0.0,Higher education,Single / not married,Accountants,0,House / apartment,Good,181033.92,77561.56,7,8130.21,Retired,1
Female,47.6,57329.24,Working,1.3,Secondary / secondary special,Married,Accountants,2,House / apartment,Good,137188.19,95992.12,0,4777.44,Employed,0
Female,56.6,69115.4,Working,27.8,Secondary / secondary special,Married,Security staff,0,House / apartment,Good,157330.79,0.0,3,5759.62,Employed,1
Female,35.8,102055.33,Working,7.9,Higher education,Single / not married,Low-skill Laborers,1,House / apartment,Good,203549.63,0.0,0,8504.61,Employed,1
Female,62.1,28119.26,Working,10.3,Higher education,Single / not married,Waiters/barmen staff,0,House / apartment,Bad,50884.16,0.0,2,2343.27,Employed,0
Male,62.1,48150.52,State servant,7.6,Secondary / secondary special,Married,HR staff,0,House / apartment,Good,31987.93,0.0,0,4012.54,Employed,1
Female,47.7,37581.71,Working,19.9,Higher education,Married,Security staff,0,House / apartment,Good,60933.77,42335.97,0,3131.81,Employed,1
Male,73.6,22383.3,Working,0.0,Secondary / secondary special,Married,Secretaries,0,House / apartment,Bad,36794.95,25952.27,4,1865.27,Retired,0
Male,25.2,58299.86,Working,0.0,Secondary / secondary special,Married,Drivers,0,House / apartment,Good,62752.29,0.0,0,4858.32,Employed,1
Male,19.0,172090.93,Working,0.8,Secondary / secondary special,Married,Realty agents,1,House / apartment,Bad,220833.47,108582.99,1,14340.91,Employed,0
Female,61.9,19534.96,Commercial associate,3.2,Secondary / secondary special,Civil marriage,Medicine staff,0,House / apartment,Bad,34492.27,37747.68,0,1627.91,Employed,0
Female,64.0,48235.94,Working,7.7,Higher education,Civil marriage,Secretaries,1,House / apartment,Good,115044.83,97066.61,0,4019.66,Employed,1
Female,24.9,67526.23,Commercial associate,2.6,Higher education,Married,Security staff,0,House / apartment,Good,54610.82,0.0,0,5627.19,Employed,1
Male,33.1,52132.25,Working,7.3,Higher education,Married,High skill tech staff,0,With parents,Good,36037.54,0.0,1,4344.35,Employed,1
Male,19.0,46324.95,Working,0.4,Secondary / secondary special,Married,Managers,0,House / apartment,Good,71541.31,36659.13,0,3860.41,Employed,1
Female,34.7,25601.13,Commercial associate,5.4,Secondary / secondary special,Married,Cleaning staff,3,House / apartment,Good,10596.77,10780.64,0,2133.43,Employed,1
Male,62.1,55071.82,Working,38.6,Secondary / secondary special,Married,Cooking staff,0,House / apartment,Good,82501.92,17761.73,2,4589.32,Employed,1
Male,47.5,33577.72,Working,18.9,Higher education,Civil marriage,Sales staff,0,House / apartment,Good,10518.0,0.0,0,2798.14,Employed,1
Male,37.8,16400.04,Working,0.5,Secondary / secondary special,Married,Laborers,2,House / apartment,Good,20949.43,0.0,0,1366.67,Employed,1
Female,39.2,89080.53,Commercial associate,9.1,Secondary / secondary special,Separated,Private service staff,0,House / apartment,Good,141548.48,82485.11,4,7423.38,Employed,1
Female,18.1,79157.35,Working,0.1,Lower secondary,Single / not married,Secretaries,2,House / apartment,Good,21235.0,18194.47,0,6596.45,Employed,1
Male,35.1,50303.53,Pensioner,0.0,Secondary / secondary special,Single / not married,Secretaries,0,House / apartment,Good,30015.49,0.0,0,4191.96,Retired,1
Male,54.8,54969.7,Working,11.1,Secondary / secondary special,Married,Waiters/barmen staff,1,House / apartment,Good,49741.98,0.0,2,4580.81,Employed,1
Female,73.5,83881.39,Pensioner,0.0,Secondary / secondary special,Married,Accountants,0,House / apartment,Bad,82592.71,91665.43,2,6990.12,Retired,0
Female,66.3,54839.71,Working,0.0,Incomplete higher,Married,IT staff,2,With parents,Good,94469.69,0.0,2,4569.98,Retired,1
Male,19.3,77034.51,Commercial associate,0.1,Secondary / secondary special,Married,Accountants,1,Rented apartment,Good,105510.41,39537.59,7,6419.54,Employed,0
Female,69.2,42245.74,Working,0.0,Secondary / secondary special,Married,Sales staff,0,House / apartment,Bad,42966.47,0.0,0,3520.48,Retired,0
Male,62.6,94465.68,Pensioner,0.0,Higher education,Married,Sales staff,0,Office apartment,Good,111622.82,6327.89,6,7872.14,Retired,1
Male,62.5,57549.05,Working,30.3,Secondary / secondary special,Married,Realty agents,0,House / apartment,Good,7547.21,390.95,4,4795.75,Employed,1
Female,44.1,54015.48,Working,15.8,Secondary / secondary special,Married,Waiters/barmen staff,1,House / apartment,Good,105290.25,104793.83,3,4501.29,Employed,0
Male,40.7,25977.07,Working,12.9,Secondary / secondary special,Single / not married,Sales staff,0,House / apartment,Good,5154.14,1150.96,1,2164.76,Employed,1
Female,35.3,56583.8,Working,0.9,Secondary / secondary special,Married,Accountants,0,House / apartment,Bad,118280.62,0.0,3,4715.32,Employed,0
Male,21.7,32338.78,Working,0.5,Higher education,Married,Accountants,1,House / apartment,Good,45222.29,14740.62,0,2694.9,Employed,1
Male,31.0,35626.99,State servant,8.1,Secondary / secondary special,Married,Drivers,0,House / apartment,Bad,48693.75,30019.54,2,2968.92,Employed,0
Female,32.1,32607.98,State servant,2.9,Secondary / secondary special,Widow,Sales staff,0,House / apartment,Good,58400.52,0.0,0,2717.33,Employed,1
Male,45.6,28764.08,Working,13.9,Secondary / secondary special,Married,Realty agents,0,House / apartment,Bad,62215.05,60008.99,2,2397.01,Employed,0
Female,60.6,141830.18,State servant,21.8,Secondary / secondary special,Married,Secretaries,1,House / apartment,Bad,335052.63,159031.61,1,11819.18,Employed,0
Male,45.0,95384.32,Working,7.7,Secondary / secondary special,Married,Waiters/barmen staff,3,House / apartment,Good,133927.96,30899.21,0,7948.69,Employed,1
Male,21.3,128050.98,Working,3.1,Incomplete higher,Civil marriage,Managers,0,House / apartment,Good,59105.74,0.0,3,10670.92,Employed,1
Male,72.6,26596.97,Commercial associate,0.0,Secondary / secondary special,Single / not married,Medicine staff,1,House / apartment,Good,58745.1,69212.31,1,2216.41,Retired,0
Female,71.7,50798.74,Commercial associate,0.0,Secondary / secondary special,Married,Low-skill Laborers,0,House / apartment,Bad,10038.48,0.0,1,4233.23,Retired,0
Male,62.8,25674.31,State servant,33.7,Secondary / secondary special,Married,Medicine staff,0,House / apartment,Good,52314.21,0.0,0,2139.53,Employed,1
Female,74.5,34618.81,Working,0.0,Incomplete higher,Married,Secretaries,0,House / apartment,Good,59994.82,0.0,3,2884.9,Retired,1
Male,49.0,30975.02,Commercial associate,22.4,Secondary / secondary special,Married,IT staff,0,House / apartment,Good,70355.01,0.0,1,2581.25,Employed,1
Female,72.9,91107.19,Working,0.0,Secondary / secondary special,Single / not married,Drivers,0,House / apartment,Good,205347.55,0.0,0,7592.27,Retired,1
Male,22.3,40210.57,Working,0.3,Secondary / secondary special,Single / not married,Managers,2,With parents,Good,9150.71,4813.52,1,3350.88,Employed,1
Female,38.8,83632.68,Working,2.2,Higher education,Separated,Cleaning staff,3,House / apartment,Good,130690.4,0.0,2,6969.39,Employed,1
Female,30.8,66307.64,Student,6.3,Secondary / secondary special,Married,Realty agents,0,House / apartment,Bad,26470.77,0.0,1,5525.64,Employed,0
Female,29.2,155099.07,Pensioner,0.0,Incomplete higher,Married,Cooking staff,0,House / apartment,Good,44718.89,20773.96,0,12924.92,Retired,1
Female,26.0,23395.01,Commercial associate,1.3,Secondary / secondary special,Married,IT staff,3,House / apartment,Good,27509.37,0.0,0,1949.58,Employed,1
Female,53.5,92006.69,Working,34.7,Secondary / secondary special,Single / not married,Secretaries,0,House / apartment,Good,30751.77,14943.61,1,7667.22,Employed,1
Female,62.5,86961.47,Working,6.3,Higher education,Single / not married,High skill tech staff,1,House / apartment,Good,160614.86,170652.37,4,7246.79,Employed,1
Male,51.0,30131.02,Working,16.1,Secondary / secondary special,Married,HR staff,0,House / apartment,Bad,73081.52,71970.1,2,2510.92,Employed,0
Male,26.4,81110.42,Working,3.1,Secondary / secondary special,Married,Secretaries,0,House / apartment,Good,118988.91,24854.51,0,6759.2,Employed,1
Female,64.2,57992.7,Working,25.6,Higher education,Married,Medicine staff,0,House / apartment,Good,38530.66,5540.67,0,4832.73,Employed,1
Female,54.2,43750.66,Commercial associate,4.7,Secondary / secondary special,Married,Security staff,2,House / apartment,Good,92913.06,0.0,1,3645.89,Employed,1
Female,40.1,32468.71,Working,9.5,Secondary / secondary special,Civil marriage,Cleaning staff,2,House / apartment,Bad,69724.88,75360.14,3,2705.73,Employed,0
Female,56.4,34215.88,Working,10.6,Secondary / secondary special,Married,Core staff,0,Co-op apartment,Bad,63596.6,7999.88,0,2851.32,Employed,0
Male,32.8,136612.82,Working,13.2,Secondary / secondary special,Single / not married,Low-skill Laborers,2,With parents,Good,215345.14,147976.77,2,11384.4,Employed,1
Male,37.7,49037.54,Working,0.8,Lower secondary,Married,Managers,0,House / apartment,Good,107034.33,0.0,0,4086.46,Employed,1
Female,70.3,72479.93,Working,0.0,Secondary / secondary special,Single / not married,Security staff,0,House / apartment,Good,35652.88,14359.32,0,6039.99,Retired,1
Male,34.6,33009.49,State servant,15.1,Higher education,Married,Drivers,1,With parents,Good,77104.89,0.0,0,2750.79,Employed,1
Male,44.8,33192.31,Commercial associate,22.3,Higher education,Civil marriage,Sales staff,1,House / apartment,Good,78774.9,0.0,3,2766.03,Employed,1
Female,68.7,84203.55,Pensioner,0.0,Secondary / secondary special,Married,Sales staff,0,House / apartment,Bad,184640.01,153462.15,3,7016.96,Retired,0
Male,58.3,24964.54,Working,11.9,Secondary / secondary special,Married,High skill tech staff,0,House / apartment,Good,17514.85,0.0,0,2080.38,Employed,1
Female,21.5,39830.69,Working,2.8,Secondary / secondary special,Married,Cooking staff,3,Municipal apartment,Bad,86019.49,13976.58,1,3319.22,Employed,0
Male,26.4,49861.96,Working,0.3,Secondary / secondary special,Married,Drivers,2,With parents,Good,64537.92,54395.69,0,4155.16,Employed,1
Female,18.4,51828.02,Pensioner,0.0,Higher education,Married,Sales staff,2,House / apartment,Good,79184.54,0.0,2,4319.0,Retired,1
Male,54.0,44821.95,Commercial associate,34.8,Secondary / secondary special,Married,Accountants,0,House / apartment,Good,94907.87,90992.25,1,3735.16,Employed,1
Male,43.5,59749.13,Working,13.4,Secondary / secondary special,Separated,Realty agents,1,House / apartment,Good,10217.03,6270.77,0,4979.09,Employed,1
Male,25.7,69315.78,Working,2.3,Higher education,Married,Medicine staff,0,House / apartment,Good,67309.94,79594.3,0,5776.32,Employed,1
Male,72.6,70779.08,Working,0.0,Higher education,Single / not married,Laborers,3,House / apartment,Good,145639.57,0.0,2,5898.26,Retired,1
Male,48.2,29944.41,Commercial associate,10.9,Higher education,Widow,Managers,0,House / apartment,Good,61490.6,5951.62,1,2495.37,Employed,1
Male,31.8,42528.19,State servant,0.9,Higher education,Married,Accountants,0,House / apartment,Good,90876.41,0.0,0,3544.02,Employed,1
Female,46.5,89088.13,Working,28.2,Secondary / secondary special,Single / not married,Waiters/barmen staff,0,House / apartment,Good,45089.12,0.0,1,7424.01,Employed,1
Male,56.7,76674.43,Working,1.5,Higher education,Married,Low-skill Laborers,2,With parents,Good,137563.74,91154.52,2,6389.54,Employed,1
Female,22.3,24675.6,Working,2.8,Secondary / secondary special,Married,Cooking staff,1,House / apartment,Good,11143.7,0.0,1,2056.3,Employed,1
Female,33.7,58439.07,Working,6.9,Higher education,Married,Realty agents,0,House / apartment,Good,115956.86,0.0,0,4869.92,Employed,1
Female,64.0,18231.16,Working,38.0,Lower secondary,Separated,Laborers,1,House / apartment,Good,12548.55,5456.61,1,1519.26,Employed,1
Male,44.2,50184.8,Working,6.4,Incomplete higher,Married,Managers,2,House / apartment,Good,93883.84,96658.68,1,4182.07,Employed,0
Female,49.2,126612.12,Commercial associate,16.6,Higher education,Married,HR staff,0,House / apartment,Bad,150922.14,30541.11,1,10551.01,Employed,0
Male,42.7,30517.44,Commercial associate,11.9,Secondary / secondary special,Married,HR staff,2,Rented apartment,Good,75287.51,83861.05,5,2543.12,Employed,0
Male,20.5,32300.52,Working,1.8,Higher education,Civil marriage,Realty agents,3,House / apartment,Good,48184.14,4053.82,0,2691.71,Employed,1
Female,27.4,71826.94,Pensioner,0.0,Secondary / secondary special,Married,Medicine staff,0,House / apartment,Good,116229.67,0.0,1,5985.58,Retired,1
Male,43.4,22665.5,Working,1.7,Higher education,Single / not married,Cooking staff,0,House / apartment,Good,22293.61,0.0,0,1888.79,Employed,1
Female,29.9,35725.59,Working,2.3,Secondary / secondary special,Single / not married,HR staff,0,House / apartment,Good,66551.36,59894.89,0,2977.13,Employed,1
Female,20.8,66053.52,Working,0.6,Secondary / secondary special,Single / not married,Cleaning staff,0,House / apartment,Good,85058.8,0.0,1,5504.46,Employed,1
Female,66.1,35698.25,Working,0.0,Incomplete higher,Separated,High skill tech staff,0,House / apartment,Good,5117.7,4106.74,3,2974.85,Retired,1
Female,73.9,43565.25,Working,0.0,Higher education,Single / not married,Laborers,1,House / apartment,Good,67987.74,77362.74,0,3630.44,Retired,1
Male,63.2,71117.79,Working,29.5,Secondary / secondary special,Married,Private service staff,1,House / apartment,Good,148856.87,61192.32,5,5926.48,Employed,0
Male,66.7,60522.66,Working,0.0,Secondary / secondary special,Married,High skill tech staff,0,Rented apartment,Bad,40448.76,39197.62,0,5043.55,Retired,0
Female,31.8,56016.93,State servant,2.6,Higher education,Married,Low-skill Laborers,1,House / apartment,Good,35321.64,0.0,0,4668.08,Employed,1
Male,72.8,41375.28,Working,0.0,Secondary / secondary special,Married,IT staff,1,With parents,Good,64600.33,4484.75,0,3447.94,Retired,1
Male,29.2,58984.53,Working,6.4,Higher education,Married,Laborers,2,House / apartment,Bad,121693.96,0.0,1,4915.38,Employed,0
Male,72.2,46079.97,Working,0.0,Secondary / secondary special,Married,Medicine staff,0,House / apartment,Good,32213.99,0.0,1,3840.0,Retired,1
Male,74.7,61629.92,Commercial associate,0.0,Secondary / secondary special,Married,Medicine staff,1,House / apartment,Good,144055.65,90507.06,0,5135.83,Retired,1
Male,58.6,38236.05,Working,8.6,Secondary / secondary special,Widow,Cleaning staff,2,House / apartment,Bad,88926.71,0.0,1,3186.34,Employed,0
Male,73.9,44744.13,Pensioner,0.0,Secondary / secondary special,Married,Waiters/barmen staff,0,House / apartment,Good,26009.23,23249.48,1,3728.68,Retired,1
Female,50.5,29882.28,Working,28.0,Incomplete higher,Separated,Cooking staff,0,House / apartment,Good,21906.18,5597.66,1,2490.19,Employed,1
Female,32.8,48170.22,Working,13.9,Higher education,Married,Secretaries,0,House / apartment,Good,85812.21,0.0,0,4014.18,Employed,1
Female,42.9,32679.38,Working,12.9,Lower secondary,Married,Accountants,2,House / apartment,Good,77912.85,72194.89,3,2723.28,Employed,0
Male,51.8,28084.6,Working,11.9,Higher education,Civil marriage,Accountants,0,House / apartment,Good,50656.72,38360.87,1,2340.38,Employed,1
Male,22.2,55788.92,Working,1.0,Secondary / secondary special,Married,Cooking staff,2,House / apartment,Good,65148.08,17747.96,0,4649.08,Employed,1
Male,53.5,54522.56,Working,1.8,Secondary / secondary special,Married,Managers,2,House / apartment,Good,27566.78,12971.08,0,4543.55,Employed,1
Female,73.9,72506.89,Working,0.0,Higher education,Married,Realty agents,0,House / apartment,Good,87474.03,0.0,2,6042.24,Retired,1
Female,28.8,39515.06,Working,2.9,Incomplete higher,Married,Cooking staff,1,House / apartment,Good,61495.03,0.0,0,3292.92,Employed,1
Male,63.2,60115.71,Working,26.2,Secondary / secondary special,Separated,Waiters/barmen staff,0,House / apartment,Bad,53760.55,57798.87,2,5009.64,Employed,0
Female,69.8,64563.13,State servant,0.0,Secondary / secondary special,Single / not married,Low-skill Laborers,0,House / apartment,Good,85521.53,0.0,0,5380.26,Retired,1
Male,71.8,61229.65,Working,0.0,Secondary / secondary special,Married,Secretaries,1,House / apartment,Good,25258.08,0.0,1,5102.47,Retired,1
Female,72.7,32440.83,Pensioner,0.0,Secondary / secondary special,Married,HR staff,1,House / apartment,Good,38450.54,0.0,0,2703.4,Retired,1
Female,47.7,52821.93,Commercial associate,15.9,Secondary / secondary special,Married,Core staff,0,With parents,Good,16790.08,13778.38,6,4401.83,Employed,1
Female,73.7,58810.17,Working,0.0,Secondary / secondary special,Married,Managers,2,House / apartment,Good,12809.62,13278.7,3,4900.85,Retired,1
Female,61.2,49197.06,Working,37.8,Higher education,Married,Realty agents,0,House / apartment,Good,106136.56,14351.75,4,4099.76,Employed,1
Female,27.2,17270.6,Working,3.7,Secondary / secondary special,Married,IT staff,0,House / apartment,Bad,10227.58,329.09,0,1439.22,Employed,0
Male,45.2,53116.6,Commercial associate,18.9,Incomplete higher,Married,Cooking staff,0,House / apartment,Good,78632.37,0.0,2,4426.38,Employed,1
Female,58.9,148192.22,Commercial associate,19.6,Higher education,Married,Security staff,0,House / apartment,Good,67806.63,0.0,1,12349.35,Employed,1
Male,32.1,40944.81,Commercial associate,7.2,Higher education,Married,Secretaries,3,House / apartment,Good,29892.42,18289.77,2,3412.07,Employed,1
Female,54.5,34062.81,State servant,9.8,Secondary / secondary special,Single / not married,Private service staff,1,With parents,Good,32946.05,22328.26,0,2838.57,Employed,1
Female,56.0,59081.57,Commercial associate,17.3,Secondary / secondary special,Married,Security staff,0,Rented apartment,Good,26280.87,0.0,2,4923.46,Employed,1
Female,27.3,57307.63,Working,4.4,Secondary / secondary special,Widow,Waiters/barmen staff,0,House / apartment,Bad,12052.34,10298.03,3,4775.64,Employed,0
Male,50.2,88997.86,Working,22.8,Higher education,Civil marriage,Low-skill Laborers,0,House / apartment,Bad,196256.61,0.0,0,7416.49,Employed,0
Female,62.0,26135.92,Pensioner,0.0,Secondary / secondary special,Married,High skill tech staff,0,House / apartment,Good,5000.0,3019.82,0,2177.99,Retired,1
Female,46.4,70663.9,Working,26.7,Higher education,Married,Managers,1,House / apartment,Good,17466.02,0.0,0,5888.66,Employed,1
Female,18.7,65855.03,Working,0.2,Secondary / secondary special,Civil marriage,IT staff,2,House / apartment,Bad,133828.82,0.0,0,5487.92,Employed,0
Male,18.5,45657.66,Commercial associate,0.0,Secondary / secondary special,Separated,Sales staff,2,Rented apartment,Good,35467.79,4236.37,1,3804.81,Employed,1
Male,38.4,58066.47,Working,10.1,Secondary / secondary special,Single / not married,Waiters/barmen staff,0,House / apartment,Good,106538.54,108584.14,2,4838.87,Employed,0
Male,70.8,82020.85,State servant,0.0,Secondary / secondary special,Married,IT staff,0,House / apartment,Bad,36986.63,11571.28,0,6835.07,Retired,0
Male,31.0,75823.06,Commercial associate,7.1,Academic degree,Widow,Low-skill Laborers,0,With parents,Good,50761.73,18568.43,1,6318.59,Employed,1
Female,54.2,27680.69,Working,6.1,Secondary / secondary special,Married,Security staff,0,House / apartment,Good,40819.71,36263.23,1,2306.72,Employed,0
Male,30.7,73871.26,State servant,9.6,Secondary / secondary special,Single / not married,Laborers,0,House / apartment,Good,182663.38,218047.39,0,6155.94,Employed,0
Female,36.3,47460.62,Working,18.1,Secondary / secondary special,Civil marriage,IT staff,0,House / apartment,Good,13111.79,10337.53,1,3955.05,Employed,1
Male,66.3,50839.91,Working,0.0,Secondary / secondary special,Married,HR staff,0,House / apartment,Good,53957.98,58646.58,0,4236.66,Retired,1
Male,59.5,50848.12,Working,37.8,Higher education,Civil marriage,Realty agents,1,House / apartment,Good,10342.22,9636.45,1,4237.34,Employed,1
Female,23.4,45473.2,Working,1.1,Higher education,Married,Core staff,1,House / apartment,Good,26290.04,0.0,0,3789.43,Employed,1
Female,42.4,88952.14,Working,21.4,Higher education,Widow,Waiters/barmen staff,0,House / apartment,Good,202626.79,18267.64,2,7412.68,Employed,1
Female,19.7,47011.19,Working,1.2,Secondary / secondary special,Married,IT staff,1,Office apartment,Good,15584.41,2165.75,0,3917.6,Employed,1
Female,45.4,28007.48,Working,12.4,Secondary / secondary special,Separated,Sales staff,0,House / apartment,Good,60396.85,24551.62,7,2333.96,Employed,0
Female,55.8,40264.89,Working,20.4,Secondary / secondary special,Married,Core staff,0,House / apartment,Good,21208.63,14540.26,2,3355.41,Employed,1
Male,24.8,53602.31,Commercial associate,5.7,Secondary / secondary special,Single / not married,Medicine staff,2,House / apartment,Bad,116225.0,0.0,0,4466.86,Employed,0
Female,34.5,90636.06,Pensioner,0.0,Secondary / secondary special,Married,Core staff,0,House / apartment,Good,126097.66,100024.23,0,7553.0,Retired,0
Female,40.7,66273.63,Working,10.9,Secondary / secondary special,Married,Core staff,2,House / apartment,Good,146312.03,12305.25,0,5522.8,Employed,1
Female,70.4,32039.74,Working,0.0,Secondary / secondary special,Married,Security staff,0,With parents,Good,14869.28,0.0,2,2669.98,Retired,1
Male,74.6,169837.09,Working,0.0,Secondary / secondary special,Single / not married,High skill tech staff,1,With parents,Good,327596.68,13496.32,0,14153.09,Retired,1
Female,20.6,55959.73,Working,1.0,Secondary / secondary special,Married,Private service staff,1,House / apartment,Good,97016.08,0.0,2,4663.31,Employed,1
Male,61.4,92753.0,Commercial associate,19.7,Higher education,Married,Security staff,1,With parents,Good,130136.19,0.0,0,7729.42,Employed,1
Male,39.2,45439.76,Commercial associate,12.3,Academic degree,Married,Accountants,2,House / apartment,Good,92942.92,31893.63,0,3786.65,Employed,1
Male,40.4,64002.64,Working,4.2,Higher education,Separated,Private service staff,1,House / apartment,Good,105979.57,122768.66,0,5333.55,Employed,1
Male,61.0,74587.95,Working,36.0,Higher education,Married,Drivers,1,House / apartment,Bad,164459.91,65699.0,0,6215.66,Employed,0
Female,70.4,90138.02,Working,0.0,Incomplete higher,Married,HR staff,0,With parents,Good,91449.45,22021.82,1,7511.5,Retired,1
Female,72.2,83173.51,Commercial associate,0.0,Secondary / secondary special,Married,Drivers,0,House / apartment,Good,126075.7,0.0,0,6931.13,Retired,1
Female,50.9,75818.57,Working,22.2,Secondary / secondary special,Married,Private service staff,1,House / apartment,Bad,166000.36,0.0,3,6318.21,Employed,0
Male,38.4,41875.52,State servant,12.9,Secondary / secondary special,Married,Security staff,1,House / apartment,Bad,25776.63,17456.98,2,3489.63,Employed,0
Male,62.9,36832.17,Commercial associate,4.0,Secondary / secondary special,Married,Accountants,3,House / apartment,Good,46621.4,53028.23,0,3069.35,Employed,1
Male,32.3,57890.22,Working,8.6,Secondary / secondary special,Civil marriage,Cleaning staff,0,House / apartment,Good,139271.16,0.0,1,4824.19,Employed,1
Female,50.2,78163.97,Working,3.9,Secondary / secondary special,Single / not married,Private service staff,0,House / apartment,Good,96661.03,4912.62,1,6513.66,Employed,1
Male,38.4,43854.81,Pensioner,0.0,Secondary / secondary special,Married,Sales staff,1,House / apartment,Good,30996.17,4378.01,2,3654.57,Retired,1
Female,55.4,83498.67,Working,2.9,Secondary / secondary special,Married,IT staff,2,House / apartment,Good,78704.42,81632.73,0,6958.22,Employed,1
Female,31.7,101347.29,Working,7.2,Secondary / secondary special,Single / not married,Accountants,2,House / apartment,Bad,225416.82,0.0,0,8445.61,Employed,0
Male,28.9,31003.01,Working,4.4,Incomplete higher,Married,Cooking staff,0,Municipal apartment,Good,74150.49,56582.5,0,2583.58,Employed,0
Female,70.3,32258.59,Pensioner,0.0,Higher education,Single / not married,Secretaries,0,House / apartment,Good,76783.78,55527.06,1,2688.22,Retired,1
Female,23.8,45698.12,Commercial associate,3.4,Secondary / secondary special,Married,Core staff,0,House / apartment,Good,81226.66,86209.83,5,3808.18,Employed,0
Female,46.8,57171.24,Commercial associate,2.6,Secondary / secondary special,Married,Low-skill Laborers,0,House / apartment,Good,75640.1,52225.96,3,4764.27,Employed,1
Female,30.6,37711.35,Pensioner,0.0,Incomplete higher,Married,Managers,3,House / apartment,Bad,20305.81,24048.32,0,3142.61,Retired,0
Male,20.2,96384.56,Pensioner,0.0,Higher education,Civil marriage,Realty agents,0,Rented apartment,Good,38142.3,5420.21,2,8032.05,Retired,1
Male,20.1,60598.99,Pensioner,0.0,Secondary / secondary special,Married,Laborers,0,House / apartment,Good,14752.21,17323.75,4,5049.92,Retired,1
Female,28.0,49997.26,Working,4.3,Incomplete higher,Married,Core staff,0,House / apartment,Good,7125.4,0.0,0,4166.44,Employed,1
Female,67.4,23909.84,Working,0.0,Higher education,Married,Core staff,0,House / apartment,Bad,52780.49,3943.82,2,1992.49,Retired,0
Male,34.1,25389.53,Commercial associate,2.8,Incomplete higher,Single / not married,Managers,2,House / apartment,Good,51840.52,59017.86,1,2115.79,Employed,0
Female,72.2,56415.8,Commercial associate,0.0,Higher education,Civil marriage,Sales staff,0,House / apartment,Bad,82523.42,40554.1,1,4701.32,Retired,0
Female,51.2,16876.92,Commercial associate,32.7,Secondary / secondary special,Married,IT staff,0,House / apartment,Good,42140.58,6745.28,1,1406.41,Employed,1
Female,42.9,81333.94,Working,14.0,Incomplete higher,Married,Waiters/barmen staff,3,House / apartment,Good,194170.55,91367.19,6,6777.83,Employed,0
Male,51.1,45293.69,Commercial associate,22.7,Secondary / secondary special,Separated,Core staff,0,House / apartment,Good,75742.9,48017.25,0,3774.47,Employed,1
Female,47.5,248089.91,Commercial associate,9.6,Secondary / secondary special,Married,HR staff,1,Municipal apartment,Good,301424.02,340774.31,2,20674.16,Employed,1
Female,61.3,155431.15,Working,3.8,Higher education,Married,Cleaning staff,0,House / apartment,Good,72308.08,72118.48,0,12952.6,Employed,1
Male,34.1,44769.19,Working,15.7,Incomplete higher,Married,Low-skill Laborers,1,House / apartment,Bad,59875.44,0.0,0,3730.77,Employed,0
Male,38.1,46482.51,Working,5.8,Secondary / secondary special,Single / not married,Laborers,0,House / apartment,Good,22245.83,13022.48,5,3873.54,Employed,1
Female,69.0,80643.28,Working,0.0,Higher education,Married,Core staff,0,House / apartment,Good,85182.14,53242.05,2,6720.27,Retired,1
Male,71.9,114873.44,Working,0.0,Secondary / secondary special,Single / not married,Core staff,0,House / apartment,Good,271371.91,320384.22,0,9572.79,Retired,0
Female,68.9,21611.6,Working,0.0,Secondary / secondary special,Married,Drivers,0,House / apartment,Good,19898.87,20953.4,1,1800.97,Retired,1
